"Month","Area","Food_Dining","Transportation","Entertainment","Shopping","Utilities","Housing","Healthcare","Education","Travel","Personal_Care","Other","Income","Savings","Total_Expense"
"2024-05-01","Kondapur","12000","4493","5000","7000","4000","14068","1771","6000","7131","2500","1904","107406","41539","65867"
"2024-05-01","Manikonda","8714","4263","2556","3762","4000","11582","2000","2995","2938","2041","886","78907","33170","45737"
"2024-05-01","Miyapur","7940","4439","1584","2102","4000","29902","1677","5130","5016","1792","500","68678","4596","64082"
"2024-05-01","Chandanagar","8215","3792","3648","4524","4000","29027","1419","3931","2331","889","854","71937","9307","62630"
"2024-05-01","Lingampally","6022","2711","2546","4703","4000","21826","1265","4284","4615","974","1650","62480","7884","54596"
"2024-05-01","Dilsukhnagar","6000","2000","2822","2860","2155","10171","562","1000","4678","1361","901","38097","3587","34510"
"2024-05-01","Uppal","6000","2000","3263","3351","2062","12182","1293","3574","6766","990","842","46845","4522","42323"
"2024-05-01","LB Nagar","6236","2468","1500","3818","3017","8000","657","2741","5892","1180","1149","49944","13286","36658"
"2024-05-01","Mehdipatnam","6000","3707","1581","3733","4000","15277","894","3228","8000","941","1243","67448","18844","48604"
"2024-05-01","Tarnaka","7397","3115","1500","4557","2242","21809","1105","1000","3745","1400","768","49850","1212","48638"
"2024-05-01","Kompally","8468","3439","4228","3100","3071","18505","1528","2867","8000","1860","1782","92822","35974","56848"
"2024-05-01","Nallagandla","12000","2755","5000","3247","4000","28354","1985","1229","8000","1448","1001","73870","4851","69019"
"2024-05-01","Attapur","6102","4014","2195","2046","4000","9041","1184","1365","3311","800","619","64358","29681","34677"
"2024-05-01","Alwal","6803","2644","2675","2583","1846","20913","927","1279","3521","1472","500","49401","4238","45163"
"2024-05-01","Bachupally","6618","2251","3736","3954","3567","23083","1484","4066","4586","1238","1771","62871","6517","56354"
"2024-05-01","Bowenpally","6000","4033","1500","5090","2427","27348","847","2669","4702","1136","675","58947","2520","56427"
"2024-05-01","Nizampet","8284","2130","1517","2818","2153","9103","1398","4332","4236","1687","1596","68347","29093","39254"
"2024-05-01","Somajiguda","12000","5000","2202","2714","4000","10594","1274","6000","8000","1968","2000","81657","25905","55752"
"2024-05-01","Masab Tank","9921","3507","2079","6498","2094","16249","1753","2323","5542","1442","1603","68500","15489","53011"
"2024-05-01","Khairatabad","9516","4079","4230","3670","4000","16948","2000","5311","3106","1006","699","65114","10549","54565"
"2024-05-01","Nagole","7119","2654","3157","2000","1500","10461","1169","2255","5383","1216","500","44701","7287","37414"
"2024-06-01","Madhapur","12000","5000","4901","6934","4000","35000","1197","6000","8000","2500","1590","137000","49878","87122"
"2024-06-01","Gachibowli","12000","5000","5000","6109","4000","35000","2000","5039","8000","1487","2000","88907","3272","85635"
"2024-06-01","Hitech City","12000","3935","5000","6865","4000","18996","2000","6000","6398","2500","2000","113023","43329","69694"
"2024-06-01","Kukatpally","10135","2633","4368","3867","4000","8666","500","1770","6009","2153","1772","69607","23734","45873"
"2024-06-01","Ameerpet","8200","3007","2481","2000","4000","12314","836","5176","4581","2237","1279","55687","9576","46111"
"2024-06-01","Banjara Hills","12000","5000","5000","7000","4000","33677","1902","6000","8000","2500","1367","142903","56457","86446"
"2024-06-01","Jubilee Hills","12000","5000","5000","7000","4000","35000","2000","6000","7585","2500","2000","100966","12881","88085"
"2024-06-01","Secunderabad","6000","3715","4072","3117","2116","14529","606","3141","3798","1847","1350","50475","6184","44291"
"2024-06-01","Begumpet","8002","2471","2753","4733","3634","25754","1657","6000","6768","1791","1675","94658","29420","65238"
"2024-06-01","Kondapur","10737","3950","3860","7000","3324","20064","1799","6000","8000","2500","2000","119321","50087","69234"
"2024-06-01","Manikonda","9616","5000","1838","5753","4000","13810","610","4203","1429","1520","1263","66555","17513","49042"
"2024-06-01","Miyapur","10740","2577","2564","4890","4000","29820","1100","1945","5146","872","1356","73462","8452","65010"
"2024-06-01","Chandanagar","7905","3825","2941","5979","1634","24256","633","2986","2295","2050","609","66875","11762","55113"
"2024-06-01","Lingampally","9808","3935","4382","4801","3432","29704","997","5072","5411","1116","583","70660","1419","69241"
"2024-06-01","Dilsukhnagar","7304","2000","2981","3463","1829","22093","829","3154","1000","858","527","48544","2506","46038"
"2024-06-01","Uppal","6000","2000","2155","3134","3184","8000","1174","2881","2066","1008","984","41700","9114","32586"
"2024-06-01","LB Nagar","6000","3292","2381","4289","1798","22245","942","5000","1179","932","500","49835","1277","48558"
"2024-06-01","Mehdipatnam","6660","2198","3745","4547","3671","19289","677","5597","2429","1082","1659","74059","22505","51554"
"2024-06-01","Tarnaka","6000","3033","1500","4738","3345","13891","679","5111","5483","1721","1259","49814","3054","46760"
"2024-06-01","Kompally","9119","4098","3842","5288","3565","27170","806","4352","4469","1948","1472","67359","1230","66129"
"2024-06-01","Nallagandla","8004","3372","4091","7000","2558","35000","1734","2406","2538","1602","2000","86445","16140","70305"
"2024-06-01","Attapur","10028","4024","1500","5686","3869","30046","500","3615","3873","1376","1227","72013","6269","65744"
"2024-06-01","Alwal","6000","3187","1500","2496","1500","18143","957","3411","2624","1494","500","48209","6397","41812"
"2024-06-01","Bachupally","9157","4268","1818","2036","2625","18603","1570","1956","2580","1095","863","51764","5193","46571"
"2024-06-01","Bowenpally","10026","3036","4330","2000","2858","11696","1352","6000","3967","1575","1415","63689","15434","48255"
"2024-06-01","Nizampet","8733","2000","3747","5260","3102","17965","1666","3340","3957","800","1181","71883","20132","51751"
"2024-06-01","Somajiguda","8132","5000","4274","3440","4000","35000","2000","6000","8000","2113","1107","93380","14314","79066"
"2024-06-01","Masab Tank","6000","4034","3456","4469","3931","12078","1716","3061","5973","2123","1646","50109","1622","48487"
"2024-06-01","Khairatabad","11541","4456","3806","6479","3452","29526","763","3136","5600","1244","2000","75926","3923","72003"
"2024-06-01","Nagole","6000","3191","2894","3332","2803","9449","659","4394","1043","807","500","40653","5581","35072"
"2024-07-01","Madhapur","12000","5000","5000","7000","4000","26570","2000","2725","8000","2500","1848","102167","25524","76643"
"2024-07-01","Gachibowli","10517","5000","4636","3700","4000","33138","1516","6000","4992","2500","1781","88115","10335","77780"
"2024-07-01","Hitech City","12000","3359","5000","7000","4000","35000","1344","6000","4764","2309","1273","91102","9053","82049"
"2024-07-01","Kukatpally","7899","2997","2255","5651","1500","23857","1746","2253","4768","2345","521","73657","17865","55792"
"2024-07-01","Ameerpet","7843","3236","1952","5840","3203","16153","1601","1338","2801","963","659","47212","1623","45589"
"2024-07-01","Banjara Hills","12000","5000","5000","7000","4000","35000","2000","5379","8000","1768","1199","89589","3243","86346"
"2024-07-01","Jubilee Hills","11308","5000","2822","7000","4000","24461","2000","2050","8000","1565","1080","81656","12370","69286"
"2024-07-01","Secunderabad","8748","2000","3552","5420","2414","11444","650","5185","4036","1381","950","57783","12003","45780"
"2024-07-01","Begumpet","10575","5000","4591","4807","3987","34307","2000","1813","4524","2500","1956","95608","19548","76060"
"2024-07-01","Kondapur","10687","5000","5000","7000","4000","32785","835","6000","7934","1304","1508","95051","12998","82053"
"2024-07-01","Manikonda","12000","2352","2547","7000","3642","12451","2000","2690","1372","1776","2000","63120","13290","49830"
"2024-07-01","Miyapur","8815","3509","3636","2958","1624","20805","630","2381","4966","1196","1439","60378","8419","51959"
"2024-07-01","Chandanagar","6905","3172","2673","5640","2276","29100","695","2250","2283","874","500","68546","12178","56368"
"2024-07-01","Lingampally","6000","2455","2717","4864","2243","19792","1612","5288","1000","1921","1547","57904","8465","49439"
"2024-07-01","Dilsukhnagar","6000","2028","1500","3436","1767","21349","648","3470","4485","800","1197","48994","2314","46680"
"2024-07-01","Uppal","6000","2400","3097","2171","2461","13037","500","3872","4326","1115","1145","47239","7115","40124"
"2024-07-01","LB Nagar","6000","2000","2030","4085","2321","13909","1292","1000","4815","800","835","41500","2413","39087"
"2024-07-01","Mehdipatnam","7930","4079","1500","5035","3333","21641","1667","2432","3774","2012","1587","56814","1824","54990"
"2024-07-01","Tarnaka","6000","3008","3332","4536","2619","8600","500","2929","3276","860","877","48609","12072","36537"
"2024-07-01","Kompally","12000","4581","2212","2613","4000","34466","1463","6000","3633","1492","1485","76389","2444","73945"
"2024-07-01","Nallagandla","10166","4899","3191","2694","4000","11390","1882","2518","3809","1147","2000","99841","52145","47696"
"2024-07-01","Attapur","7922","2000","2256","6093","3193","17266","794","3411","1641","1361","728","69667","23002","46665"
"2024-07-01","Alwal","6000","3024","1500","2000","2557","8000","1156","1990","3247","1252","990","44600","12884","31716"
"2024-07-01","Bachupally","7196","4236","1500","5574","3166","29614","1422","1483","4665","1406","1431","65861","4168","61693"
"2024-07-01","Bowenpally","9448","2000","4014","4592","1500","26029","1427","2017","1288","915","935","65869","11704","54165"
"2024-07-01","Nizampet","8776","2132","2537","5891","2394","28109","1141","4249","4417","1454","500","65870","4270","61600"
"2024-07-01","Somajiguda","12000","4951","2898","7000","3081","12232","1006","4405","7624","2400","799","98663","40267","58396"
"2024-07-01","Masab Tank","7528","2599","4119","6112","3341","26738","777","1901","3766","2311","867","65442","5383","60059"
"2024-07-01","Khairatabad","11172","5000","5000","4510","1959","12343","2000","5269","8000","2500","1020","79199","20426","58773"
"2024-07-01","Nagole","6220","2483","2307","2968","2498","21910","500","1000","4655","966","1184","49400","2709","46691"
"2024-08-01","Madhapur","12000","3773","5000","7000","3904","15084","1414","3945","6574","2500","2000","109581","46387","63194"
"2024-08-01","Gachibowli","12000","4975","5000","7000","4000","19756","1668","6000","3555","2500","2000","128469","60015","68454"
"2024-08-01","Hitech City","12000","5000","3065","6963","3865","35000","2000","4848","5075","2500","1492","100694","18886","81808"
"2024-08-01","Kukatpally","7080","3115","4051","3965","3186","13752","926","5156","2571","1057","1532","59805","13414","46391"
"2024-08-01","Ameerpet","10459","3706","4385","4468","2487","25821","1358","1266","4252","1805","931","64151","3213","60938"
"2024-08-01","Banjara Hills","12000","5000","4131","7000","4000","28012","2000","4862","8000","1497","2000","118934","40432","78502"
"2024-08-01","Jubilee Hills","12000","5000","3634","7000","4000","24701","2000","6000","2643","2500","2000","140776","69298","71478"
"2024-08-01","Secunderabad","10425","3494","1691","4318","2896","25411","1541","4256","4276","2188","1666","64251","2089","62162"
"2024-08-01","Begumpet","9274","5000","5000","3330","3475","28285","1934","4409","2227","2175","1029","83710","17572","66138"
"2024-08-01","Kondapur","9505","5000","5000","7000","4000","35000","1296","6000","3266","1352","908","121515","43188","78327"
"2024-08-01","Manikonda","12000","4991","5000","7000","4000","22743","631","2957","2938","1625","1318","71084","5881","65203"
"2024-08-01","Miyapur","7898","2188","2037","3119","2086","20726","1424","4614","7157","918","1699","57257","3391","53866"
"2024-08-01","Chandanagar","8090","4243","2732","3535","1937","8000","1256","4679","5864","1068","1346","72505","29755","42750"
"2024-08-01","Lingampally","6985","3009","3582","2069","1530","15323","544","4979","2500","1410","1426","44599","1242","43357"
"2024-08-01","Dilsukhnagar","7171","2802","1500","2000","1755","8000","828","1262","1710","1329","545","41203","12301","28902"
"2024-08-01","Uppal","6187","2225","1500","2000","2058","11793","719","2262","1464","1194","1258","49815","17155","32660"
"2024-08-01","LB Nagar","6410","2000","2343","3990","2588","15612","500","1000","4464","972","586","46716","6251","40465"
"2024-08-01","Mehdipatnam","8733","3152","1965","5761","2062","20109","1655","1744","5486","879","763","73620","21311","52309"
"2024-08-01","Tarnaka","7439","2349","1524","3747","2637","16524","711","3650","2088","1431","1254","49640","6286","43354"
"2024-08-01","Kompally","9319","5000","4836","2299","2092","12664","2000","5357","3073","2500","1306","61530","11084","50446"
"2024-08-01","Nallagandla","11992","5000","5000","4902","2445","20529","1446","4165","8000","1230","1771","96127","29647","66480"
"2024-08-01","Attapur","9321","2886","4183","2000","2340","16160","1287","2649","5098","1715","1496","53381","4246","49135"
"2024-08-01","Alwal","7815","2854","2109","4054","2344","13216","859","3050","4164","1121","504","46410","4320","42090"
"2024-08-01","Bachupally","6000","2558","4562","4495","3189","14595","500","4508","6544","1562","1658","52361","2190","50171"
"2024-08-01","Bowenpally","6000","2080","2058","5244","2735","18870","1723","1582","5504","2144","965","50434","1529","48905"
"2024-08-01","Nizampet","9247","4326","2122","3692","1983","11589","650","1954","6385","2034","963","64289","19344","44945"
"2024-08-01","Somajiguda","11065","5000","2488","7000","3829","32376","2000","2625","3361","2500","1273","82177","8660","73517"
"2024-08-01","Masab Tank","11189","4100","2829","6509","3294","29032","1866","5563","3759","1279","970","74151","3761","70390"
"2024-08-01","Khairatabad","12000","5000","2587","7000","3982","35000","2000","3894","8000","2412","1572","96875","13428","83447"
"2024-08-01","Nagole","7916","2000","2034","2517","2619","8000","638","1000","1348","1059","1358","45120","14631","30489"
"2024-09-01","Madhapur","12000","5000","2960","7000","4000","20680","815","6000","3433","2500","1342","124967","59237","65730"
"2024-09-01","Gachibowli","12000","3304","4177","5885","4000","35000","2000","6000","5505","2500","2000","121802","39431","82371"
"2024-09-01","Hitech City","12000","5000","2578","7000","3152","18513","2000","6000","8000","1542","2000","131154","63369","67785"
"2024-09-01","Kukatpally","7373","2680","3543","4882","3720","27012","777","1806","4455","2345","710","74791","15488","59303"
"2024-09-01","Ameerpet","9671","2794","3095","5325","1902","11602","1434","1624","7177","1488","1521","74825","27192","47633"
"2024-09-01","Banjara Hills","12000","5000","5000","7000","4000","35000","1389","6000","8000","2500","1767","106160","18504","87656"
"2024-09-01","Jubilee Hills","12000","4504","3677","7000","3287","35000","1937","6000","8000","2423","2000","145615","59787","85828"
"2024-09-01","Secunderabad","9022","4579","4536","4509","3730","19626","798","3224","5090","1742","988","64858","7014","57844"
"2024-09-01","Begumpet","9857","5000","3028","3971","2807","32243","1926","3879","7727","2152","2000","89051","14461","74590"
"2024-09-01","Kondapur","12000","5000","2648","4441","4000","28665","2000","6000","7229","2500","2000","96260","19777","76483"
"2024-09-01","Manikonda","8291","4955","2395","6960","3400","29945","812","1822","4006","2500","784","69930","4060","65870"
"2024-09-01","Miyapur","9200","3027","1500","2867","1502","19738","1678","4331","5260","827","1082","56389","5377","51012"
"2024-09-01","Chandanagar","10292","2003","3722","6019","1562","20666","1476","4385","5795","800","600","67964","10644","57320"
"2024-09-01","Lingampally","6000","3102","1775","5705","2755","29543","624","3997","6195","1906","1115","69153","6436","62717"
"2024-09-01","Dilsukhnagar","6000","2154","2684","3808","2057","12890","889","1009","3182","877","1038","41916","5328","36588"
"2024-09-01","Uppal","6000","2412","2686","3134","2002","9898","1154","3021","5384","800","1063","47265","9711","37554"
"2024-09-01","LB Nagar","7834","2708","2781","2221","1976","8000","921","3565","3199","800","771","37355","2579","34776"
"2024-09-01","Mehdipatnam","6758","2555","2239","2482","1911","8103","939","2766","3341","1245","1183","56102","22580","33522"
"2024-09-01","Tarnaka","7338","3215","1549","2257","1500","8000","1405","2948","4646","1213","1020","47418","12327","35091"
"2024-09-01","Kompally","10626","3777","2896","3610","4000","34414","807","2935","4480","1798","1417","85226","14466","70760"
"2024-09-01","Nallagandla","8971","2678","5000","6551","3487","18921","1163","6000","7333","1009","2000","77169","14056","63113"
"2024-09-01","Attapur","6000","3031","3273","2088","2525","23231","995","1324","4087","1968","931","52430","2977","49453"
"2024-09-01","Alwal","6000","2561","2550","3426","1500","21242","500","2680","1092","896","808","44792","1537","43255"
"2024-09-01","Bachupally","10407","3502","2318","4188","2467","18096","657","4065","3351","974","1510","64569","13034","51535"
"2024-09-01","Bowenpally","9765","3167","4121","5430","1500","27547","970","3729","4497","800","1524","71398","8348","63050"
"2024-09-01","Nizampet","9386","2979","2055","3871","2817","8000","1054","1772","2180","800","826","43934","8194","35740"
"2024-09-01","Somajiguda","12000","5000","3121","6347","2945","35000","2000","3800","7298","2145","2000","85903","4247","81656"
"2024-09-01","Masab Tank","6000","4194","4146","2933","3080","24488","1604","4505","5214","2339","564","73590","14523","59067"
"2024-09-01","Khairatabad","10724","5000","2750","5562","4000","31940","832","2653","6172","1398","1792","76276","3453","72823"
"2024-09-01","Nagole","8017","2447","1500","3799","2134","20935","1257","1773","2098","1089","500","48843","3294","45549"
"2024-10-01","Madhapur","12000","5000","4832","7000","4000","35000","1414","6000","8000","1526","2000","133015","46243","86772"
"2024-10-01","Gachibowli","12000","5000","5000","7000","4000","35000","1340","6000","2541","2500","2000","133901","51520","82381"
"2024-10-01","Hitech City","12000","4747","3103","5344","4000","35000","1148","6000","8000","2500","2000","130933","47091","83842"
"2024-10-01","Kukatpally","8555","4508","3219","5846","2252","20016","1137","2496","7610","865","652","73106","15950","57156"
"2024-10-01","Ameerpet","6876","3689","2029","2768","1584","27611","500","3656","3948","1274","1833","59665","3897","55768"
"2024-10-01","Banjara Hills","12000","5000","5000","7000","4000","34116","1889","5675","8000","2500","1115","129695","43400","86295"
"2024-10-01","Jubilee Hills","12000","5000","5000","7000","4000","35000","1120","5498","8000","2500","1177","145196","58901","86295"
"2024-10-01","Secunderabad","6244","2414","1749","7000","3035","31441","764","2505","3588","1361","1422","71915","10392","61523"
"2024-10-01","Begumpet","12000","3878","3722","6835","3667","34290","755","4125","5062","2500","1716","92528","13978","78550"
"2024-10-01","Kondapur","10325","5000","5000","7000","3899","25635","1683","6000","8000","2500","1222","98901","22637","76264"
"2024-10-01","Manikonda","7201","5000","2311","7000","2689","10656","2000","2564","3649","1259","1111","83031","37591","45440"
"2024-10-01","Miyapur","10625","2000","3478","3340","2305","22469","1019","1188","7122","800","1804","61745","5595","56150"
"2024-10-01","Chandanagar","7485","2649","3498","4776","1500","24653","1499","2823","1770","1764","1552","73898","19929","53969"
"2024-10-01","Lingampally","6293","3819","1859","5711","2405","24386","1347","1681","5530","1405","1412","69840","13992","55848"
"2024-10-01","Dilsukhnagar","7045","2000","1940","4649","1849","8000","895","2664","1182","1325","705","37705","5451","32254"
"2024-10-01","Uppal","6000","2376","3184","5757","1903","9632","794","2550","3903","800","987","41759","3873","37886"
"2024-10-01","LB Nagar","6000","2026","2096","4166","1550","15590","835","1309","5306","1097","799","45416","4642","40774"
"2024-10-01","Mehdipatnam","7094","2352","1588","7000","2650","20951","1359","4034","3222","2120","500","70809","17939","52870"
"2024-10-01","Tarnaka","6394","2000","3446","4086","1610","21771","1289","3823","1710","1379","1006","49743","1229","48514"
"2024-10-01","Kompally","10998","2467","2526","7000","3469","30206","1490","4872","6603","1718","1854","83080","9877","73203"
"2024-10-01","Nallagandla","8170","4140","5000","7000","4000","32584","1662","5633","3187","1931","2000","88212","12905","75307"
"2024-10-01","Attapur","10657","3153","4203","5697","1500","11943","1552","3604","5337","2245","500","62947","12556","50391"
"2024-10-01","Alwal","6000","3319","1500","2201","2406","11049","849","1123","3610","1352","1303","36623","1911","34712"
"2024-10-01","Bachupally","9097","2203","3391","4651","2762","18735","1263","4437","6874","1612","1429","68780","12326","56454"
"2024-10-01","Bowenpally","10578","3082","3535","3179","3322","13082","1109","1614","7126","1579","1424","62945","13315","49630"
"2024-10-01","Nizampet","6000","2000","3476","3349","2933","25380","963","2905","1000","1181","1366","56202","5649","50553"
"2024-10-01","Somajiguda","12000","3156","5000","3400","2214","20981","839","3669","6214","1757","1618","92975","32127","60848"
"2024-10-01","Masab Tank","6521","2184","2693","7000","1746","19537","1665","2772","1517","995","977","71924","24317","47607"
"2024-10-01","Khairatabad","12000","4930","4703","7000","3430","17402","2000","3339","5879","2500","1210","86839","22446","64393"
"2024-10-01","Nagole","6602","3316","2504","2556","2555","11253","818","2633","1320","1550","941","37425","1377","36048"
"2024-11-01","Madhapur","12000","4446","5000","7000","3192","34566","1321","6000","4741","2500","2000","113411","30645","82766"
"2024-11-01","Gachibowli","12000","5000","5000","7000","4000","14763","1631","5946","7015","1743","2000","96721","30623","66098"
"2024-11-01","Hitech City","12000","5000","3984","7000","4000","19183","2000","4574","8000","2167","2000","88032","18124","69908"
"2024-11-01","Kukatpally","6217","3132","2261","3317","2266","32798","1865","2978","4981","1696","1720","72383","9152","63231"
"2024-11-01","Ameerpet","6118","4496","3271","7000","3275","15396","937","2543","4016","2240","1096","74141","23753","50388"
"2024-11-01","Banjara Hills","12000","5000","5000","7000","4000","31531","2000","1983","8000","2500","1509","87035","6512","80523"
"2024-11-01","Jubilee Hills","12000","5000","5000","7000","4000","35000","1973","6000","8000","2500","2000","111537","23064","88473"
"2024-11-01","Secunderabad","10539","2956","1840","7000","2967","30356","1225","1517","5063","1474","510","67685","2238","65447"
"2024-11-01","Begumpet","12000","5000","5000","6241","4000","27677","778","6000","4792","2493","1212","90938","15745","75193"
"2024-11-01","Kondapur","12000","5000","2521","5575","2714","35000","2000","6000","8000","2500","1736","119005","35959","83046"
"2024-11-01","Manikonda","9754","3640","2952","4387","2030","28138","1840","2393","2202","2500","1440","80748","19472","61276"
"2024-11-01","Miyapur","8324","2000","4355","7000","3112","11873","1126","2889","5523","2249","503","62780","13826","48954"
"2024-11-01","Chandanagar","6648","2820","2537","3593","3392","9848","749","2461","5588","1857","976","68326","27857","40469"
"2024-11-01","Lingampally","9728","3386","4160","2419","2908","26770","1180","2754","2257","1761","655","70806","12828","57978"
"2024-11-01","Dilsukhnagar","6000","2571","1500","3294","1643","21347","507","3108","5111","1382","720","48898","1715","47183"
"2024-11-01","Uppal","6040","3423","2927","3479","2603","16394","500","1902","3487","1085","696","47410","4874","42536"
"2024-11-01","LB Nagar","6000","2000","2618","4910","1500","23893","500","3080","1574","1513","728","49579","1263","48316"
"2024-11-01","Mehdipatnam","7607","2785","3991","7000","2669","11639","531","4032","1506","2066","527","68550","24197","44353"
"2024-11-01","Tarnaka","7847","3065","2764","2590","1500","20246","601","2663","4453","1683","752","49687","1523","48164"
"2024-11-01","Kompally","10371","4831","5000","5394","4000","11357","2000","3526","2891","2500","1664","67567","14033","53534"
"2024-11-01","Nallagandla","8844","3769","3028","6124","3267","35000","642","3802","4778","2500","834","82704","10116","72588"
"2024-11-01","Attapur","10481","2081","2359","4507","3496","14792","528","1718","1722","935","637","47326","4070","43256"
"2024-11-01","Alwal","6028","2958","1693","4840","1500","10187","500","2510","1479","1153","1008","48980","15124","33856"
"2024-11-01","Bachupally","6193","3392","1500","5794","3061","20624","989","3266","4088","1280","1180","65522","14155","51367"
"2024-11-01","Bowenpally","7004","2909","1975","7000","1727","10145","977","3604","5500","1609","640","66959","23869","43090"
"2024-11-01","Nizampet","6729","2000","3582","2733","2166","25493","1352","4374","2997","800","1036","55066","1804","53262"
"2024-11-01","Somajiguda","12000","4774","5000","7000","4000","35000","1602","1753","8000","1418","968","97483","15968","81515"
"2024-11-01","Masab Tank","10371","4728","3310","7000","3287","18616","1658","3244","7197","1288","1860","71080","8521","62559"
"2024-11-01","Khairatabad","8529","2935","2330","7000","4000","23099","1493","6000","5998","2500","1088","84446","19474","64972"
"2024-11-01","Nagole","6807","2505","2951","6169","1500","17785","1237","1132","2709","1209","801","46492","1687","44805"
"2024-12-01","Madhapur","12000","3754","3071","7000","4000","29341","1328","5357","5591","2500","2000","109221","33279","75942"
"2024-12-01","Gachibowli","12000","4538","4246","7000","4000","35000","2000","5194","5234","2500","2000","88255","4543","83712"
"2024-12-01","Hitech City","10947","5000","4829","3453","2945","35000","935","6000","5690","2500","2000","106693","27394","79299"
"2024-12-01","Kukatpally","9911","4170","4305","2765","2298","16132","1256","3579","5397","1840","1281","65532","12598","52934"
"2024-12-01","Ameerpet","10841","3165","2522","4148","2773","24695","577","2487","3439","952","636","71926","15691","56235"
"2024-12-01","Banjara Hills","12000","4208","5000","7000","3516","35000","1140","6000","5903","2500","1688","148424","64469","83955"
"2024-12-01","Jubilee Hills","12000","5000","5000","7000","4000","35000","1101","6000","8000","1996","2000","130889","43792","87097"
"2024-12-01","Secunderabad","8648","3385","4340","5166","1728","20688","746","4679","2969","1532","557","69975","15537","54438"
"2024-12-01","Begumpet","9715","4644","5000","2540","2903","22126","1245","6000","1778","2057","753","67264","8503","58761"
"2024-12-01","Kondapur","12000","5000","5000","7000","3094","17750","2000","6000","5387","2026","2000","94422","27165","67257"
"2024-12-01","Manikonda","12000","5000","3236","5021","1788","12643","1323","3451","8000","1153","584","63835","9636","54199"
"2024-12-01","Miyapur","9136","4435","3443","3247","2507","30417","1179","4485","8000","1689","1146","73458","3774","69684"
"2024-12-01","Chandanagar","8274","2152","4333","4478","2309","8613","1150","5122","1461","1218","500","74610","35000","39610"
"2024-12-01","Lingampally","7017","4447","1500","2137","2663","11428","650","1311","4296","1209","1264","43076","5154","37922"
"2024-12-01","Dilsukhnagar","7956","2164","2185","2294","2206","16236","532","2916","1963","1696","806","45577","4623","40954"
"2024-12-01","Uppal","6000","2471","2105","2000","1500","18418","657","1325","4013","939","908","45825","5489","40336"
"2024-12-01","LB Nagar","6000","2149","2741","2939","2289","22240","1253","1000","3282","800","1000","47075","1382","45693"
"2024-12-01","Mehdipatnam","9610","2179","1856","3567","3206","15850","1614","2173","8000","2041","615","68579","17868","50711"
"2024-12-01","Tarnaka","6944","2000","2426","2880","1500","11543","1280","2051","4178","817","1227","43820","6974","36846"
"2024-12-01","Kompally","8804","2410","4249","5350","2519","20884","2000","4785","8000","1325","851","66904","5727","61177"
"2024-12-01","Nallagandla","8856","5000","5000","3210","3509","22709","776","3700","8000","1980","2000","76983","12243","64740"
"2024-12-01","Attapur","8488","2803","3351","5214","2466","26603","1750","5037","7229","1249","809","68313","3314","64999"
"2024-12-01","Alwal","6000","3284","1579","2487","2699","21898","956","1724","1964","1139","500","49440","5210","44230"
"2024-12-01","Bachupally","8084","4523","3149","2182","2261","12877","522","4739","3143","818","552","53620","10770","42850"
"2024-12-01","Bowenpally","10539","2733","2248","3292","3606","9133","845","2469","2444","1960","1568","70478","29641","40837"
"2024-12-01","Nizampet","6678","3397","1535","3629","2014","14714","1323","1825","4440","1074","535","55787","14623","41164"
"2024-12-01","Somajiguda","12000","5000","4818","2594","3883","23642","1160","2893","8000","1375","1237","78404","11802","66602"
"2024-12-01","Masab Tank","6681","3383","3147","5723","3520","12752","1373","4873","7686","1326","1855","74493","22174","52319"
"2024-12-01","Khairatabad","10540","4581","1842","7000","3525","12044","1609","5114","3859","1284","2000","82056","28658","53398"
"2024-12-01","Nagole","7173","3302","3323","2837","2421","19734","655","3082","4403","855","716","49745","1244","48501"
"2025-01-01","Madhapur","12000","5000","5000","5036","4000","35000","2000","3189","8000","2382","1197","103251","20447","82804"
"2025-01-01","Gachibowli","10800","4715","2846","5515","2557","35000","2000","6000","8000","1742","2000","125226","44051","81175"
"2025-01-01","Hitech City","12000","5000","5000","4942","4000","26547","1024","6000","3698","2290","1903","86085","13681","72404"
"2025-01-01","Kukatpally","11406","3550","4284","5485","2365","28727","1020","2117","5019","1883","1304","70093","2933","67160"
"2025-01-01","Ameerpet","11008","2234","2955","3150","3410","27138","1481","4844","1639","1986","1480","67437","6112","61325"
"2025-01-01","Banjara Hills","11008","5000","5000","3702","4000","35000","2000","4500","8000","1781","2000","140726","58735","81991"
"2025-01-01","Jubilee Hills","11906","4378","5000","7000","4000","23628","2000","6000","8000","2500","2000","121557","45145","76412"
"2025-01-01","Secunderabad","8370","4691","2942","3363","2477","8000","660","3093","4574","1420","930","60601","20081","40520"
"2025-01-01","Begumpet","10925","5000","2400","7000","2110","15343","1601","1337","8000","1721","2000","59691","2254","57437"
"2025-01-01","Kondapur","10266","3236","4410","4885","4000","20047","1512","3090","8000","2500","2000","83146","19200","63946"
"2025-01-01","Manikonda","12000","5000","4586","7000","3533","16993","1665","4373","7025","2080","593","79751","14903","64848"
"2025-01-01","Miyapur","9808","2992","1523","3770","1869","18211","934","4392","3594","2273","1396","69693","18931","50762"
"2025-01-01","Chandanagar","7740","2000","3209","3501","1861","29494","1455","1791","3046","2054","1663","72675","14861","57814"
"2025-01-01","Lingampally","7030","2236","3792","5313","1875","26921","633","4072","5525","2079","1011","65056","4569","60487"
